,Unnamed: 0,parl,id,date,speaker,text,token_count,topic_id,topic_name,topic_representation,topic_probability
1006,1157,bt,sp20_5956,2022-05-12, Dr. Rainer Kraft,"Den Bürgern raten Sie zum Energiesparen, während Sie weiter fleißig teures russisches Gas statt günstiger deutscher Kohle verheizen. Ihr Gesetzentwurf ist wie Ihre Energiepolitik ein beeindruckendes Eingeständnis des Scheiterns. Fast möchte man daher die Bürger dazu auffordern, in warme Wolldecken zu investieren, brächte dies den Bürgern doch mehr Versorgungssicherheit als Ihre Energiepolitik. Und Sie selbst? Sie selbst lassen uns in Ihrer Entschließung wissen, dass Gas bei der Vermeidung eines Blackouts höchste Priorität hat. Auf Ihre viel gepriesenen Erneuerbaren vertrauen Sie bei der Versorgungssicherheit Deutschlands also überhaupt nicht – die sind vollkommen nutzlos in dieser Frage, und Sie wissen das. Trotzdem investieren Sie weiter viele Milliarden Euro deutsches Steuervermögen in den Ausbau von genau diesem Schrottstrom.",115,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
610,610,bt,sp19_3724,2021-01-13,Steffen Kotré,"Sehr geehrter Herr Präsident! Sehr geehrte Damen und Herren! Sehr geehrter Herr Staatssekretär Bareiß! 2020 war leider kein Erfolgsjahr. 20 Jahre gibt es die Energiewende jetzt schon, und sie muss immer noch subventioniert werden. Also, was daran ein Erfolgsjahr sein soll, das erschließt sich mir nicht. Der Ausstieg aus der Kohle und der Ausbau der erneuerbaren Energien als Grundlage unserer Stromversorgung sind mitnichten marktwirtschaftlich, das gehört einfach zur weltdümmsten Energiepolitik, die wir hier haben – das sind nicht meine Worte, das sind die Worte des „Wall Street Journal“. Demgegenüber ist die Kohleverstromung verlässlich und günstig. Je mehr erneuerbare Energien im Stromnetz sind und je mehr sie die Kohleverstromung verdrängen, desto geringer ist leider die Versorgungssicherheit. Dennoch werden die modernsten und saubersten Kohlekraftwerke in irrationaler Art und Weise abgeschaltet, wie kürzlich in Hamburg-Moorburg.",134,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
185,185,bt,sp19_964,2018-12-14,Stephan Brandner,"schlechtestenfalls wirtschaftsfeindlich und aktiv die deutschen Interessen bekämpfend. Gekrönt wird das Ganze dann nämlich noch durch unbestimmte linke Kampfbegriffe wie „Klimarelevanz“ und „Nachhaltigkeit“. Auch das sollen jetzt Klagegründe werden, also Begriffe aus dem Keller der links-grünen Ideologie. Hier werden – wir merken das alles – grün-ideologischem Irr- und Wirrsinn Tür und Tor geöffnet. Meine Damen und Herren, alle, die noch bei Sinnen sind, können diesen Antrag der Grünen daher nur ablehnen.",75,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",1.0
466,466,bt,sp19_2657,2020-02-13,Tino Chrupalla,"Genau so entsteht ein Klima der Angst und des Hasses: Angst davor, das Falsche zu sagen, Angst davor, die Falschen zu wählen, und der Hass auf den vermeintlichen Gegner.",29,8,8_klima_demokratie_klima geschaffen_klima angst,"['klima', 'demokratie', 'klima geschaffen', 'klima angst', 'klimahysterie', 'klimaterroristen', 'klima verantwortlich', 'politischen', 'bedrohen', 'gesellschaftliche klima']",1.0
373,373,bt,sp19_2141,2019-11-13,Leif-Erik Holm,"Vielen Dank, Frau Präsidentin. – Herr Minister, ich möchte auf die konjunkturelle Entwicklung zu sprechen kommen. Uns droht ja eine Rezession; im Industriesektor haben wir sie technisch schon. Das liegt natürlich an externen Gründen. Das liegt aber auch an vielen Dingen, die wir in unserem Land falsch machen: Wir haben eine der höchsten Steuer- und Abgabenlasten in Europa. Wir haben die höchsten Strompreise in Europa. Und das Klimapaket wird die Problematik noch verschärfen. Sie helfen leider auch dabei, den Verbrennungsmotor abzuwürgen, und beschädigen damit unsere Schlüsselindustrie.",86,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
1297,1448,bt,sp20_12831,2023-06-15, Karsten Hilse,"Er konkretisiert: Wenn eine kleine elitäre Minderheit … der Gesellschaft der großen Mehrheit der Andersdenkenden ihre Werte durch Belehrungen oder Verbote aufzwingt, kann das wohl als eine Art Diktatur gewertet werden. Recht hat er. Dieser Zwang, diese Verbote betreffen natürlich uns alle. Entsprechend groß sind der Aufschrei, der Widerstand und die nachvollziehbare Wut. Diese Wut nehmen die Macher natürlich wahr. Und trotzdem bringen sie das Gesetz heute ein, faseln von ihren hochtrabenden „Leitplanken“ für das „Gebäudeenergiegesetz“ genannte Pamphlet, von einem breiten Konsens in der Gesellschaft, dass Deutschland bis 2045 klimaneutral sein solle. Der behauptete Konsens ist aber eine glatte Lüge. Klimaneutralität geht laut einer „Spiegel“-Umfrage vom 30. März 2023 inzwischen der Hälfte Deutschlands am Allerwertesten vorbei. 80 Prozent der Menschen im Land lehnen Ihren sogenannten Heizhammer ab. Und gegen diese 80 Prozent machen Sie Ihre verheerende Politik.",142,8,8_klima_demokratie_klima geschaffen_klima angst,"['klima', 'demokratie', 'klima geschaffen', 'klima angst', 'klimahysterie', 'klimaterroristen', 'klima verantwortlich', 'politischen', 'bedrohen', 'gesellschaftliche klima']",1.0
832,983,bt,sp20_2106,2022-10-13, Karsten Hilse,"Auch wir wollen billige Strom- und Gaspreise, die sich jeder leisten kann. Aber wenn der Dieb schreit: „Haltet den Dieb!“, so wie Sie jetzt, dann ist es höchste Zeit, mal wieder einen Blick in die jüngste Vergangenheit zu werfen. Angespornt von der grün-kommunistischen Ideologie, haben insbesondere Sie, die Rechtsnachfolger der kommunistischen SED, immer wieder nicht nur gefordert, sondern auch immer begeistert zugestimmt, wenn es darum ging, das Energieangebot drastisch zu verknappen und zu verteuern: Subventionierung der sogenannten Erneuerbaren, deutscher Alleingang beim Atomausstieg, die wohlstandsvernichtenden Pariser Klimabeschlüsse, die unter anderem zum Kohleausstieg führten. All diese von Ihnen bejubelten Entscheidungen führten zwangsläufig zu der jetzigen Preisexplosion. Sie sind also schuldig im Sinne der Anklage, die Sie hier vorbringen. Sie sind schuldig mit all Ihnen hier, die die dümmste Energiepolitik der Welt ausgeheckt oder mitgetragen haben.",135,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",1.0
445,445,bt,sp19_2515,2020-01-17,Marc Bernhard,"Genauso geht es auch den Familienvätern Wolfgang und Andreas. Beide sind Anfang 40, haben mehrere kleine Kinder und tragen Verantwortung für ihre Familien. Sie arbeiten – noch! – bei einem der vielen wichtigen Zulieferbetriebe und werden von den Auswirkungen der Klimahysterie völlig überrollt. Allein in ihrem Unternehmen wurden bereits mehr als 2 000 Kollegen auf die Straße gesetzt. Sie haben nicht nur Angst vor der Zukunft; sie stehen ganz konkret vor dem Arbeitsplatzverlust und wissen nicht, von welchem Gehalt sie morgen die Miete, den Strom oder die Monatskarte für die Kinder bezahlen sollen. Das sind die ganz realen Sorgen der Menschen in unserem Land; aber Sie ignorieren sie einfach und zerstören mit Ihrer Klimahysterie das Fundament unseres Wohlstands. Die Autoindustrie, der Antichrist der Klimasekte, sichert Millionen von Menschen in unserem Land den Arbeitsplatz.",133,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
1497,1756,bt,sp20_20447,2024-09-26,Beatrix von Storch,"Guterres forderte die Mitgliedstaaten auf, zu beschließen – ich zitiere –, „dass der Generalsekretär über eine ständige Vollmacht verfügt, im Falle eines … globalen Schocks … automatisch eine Notfallplattform einzurichten …“, um „die politische Führung auf hoher Ebene zu gewährleisten“. In der Krise liegt die politische Führung der Welt in den Händen eines Mannes: des UN-Generalsekretärs. Und Krisen können viele Ursachen haben: Klima- und Umweltkrise, Pandemien, Finanzkrise, Cyberangriffe, Ereignisse im Weltraum und einfach unvorhersehbare Risiken. Der Generalsekretär soll selbst beschließen, wann diese Notfallregierung einzurichten ist, und auch, wer ihr angehört, nämlich – Zitat – „maßgebliche Akteure … einschließlich des Privatsektors, der Zivilgesellschaft, … Wissenschaftlerinnen und Wissenschaftler“. Dazu gehören ausdrücklich – Zitat – „internationale Finanzinstitutionen“, „Fonds“ und „Sonderorganisationen“.",129,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",0.748436838677255
506,506,bt,sp19_3023,2020-07-02,Steffen Kotré,"Denn die Strompreise schießen ja durch die Decke. Genau den entsprechenden Anteil nimmt man jetzt und versteckt ihn dann beim Steuerzahler. Noch hat der Stromkunde die Möglichkeit, auf seine Rechnung zu schauen, und er sieht dann ganz genau, wie teuer die Strompreise eigentlich sind. Aber das wird jetzt geändert. Der Steuerzahler muss bluten gerade für die überschießenden Kosten. Wir haben mit die höchsten Strompreise in der Welt. Das beschädigt unseren Standort. Wir haben schon seit 2000 eine Deindustrialisierung der stromintensiven Industrie. Schuld daran ist die Energiewende. Schuld daran sind die Windräder hier in unserem Land und die Photovoltaikanlagen, die instabilen erneuerbaren Energien.",102,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",0.95133553696425
146,146,bt,sp19_763,2018-11-07,Tino Chrupalla,"Herr Minister, derzeit liegt der Anteil der erneuerbaren Energien am Strommarkt bei 34 Prozent. Ihr Wunsch – den haben Sie auch heute geäußert – ist eine Erhöhung auf 65 Prozent erneuerbare Energien. Nun hat der ehemalige ifo-Präsident Hans-Werner Sinn in Bezug auf das EEG und die Umsetzung von einem Irrweg gesprochen. Er und auch der Bundesrechnungshof kritisieren immer wieder die enormen Kosten der Energiewende. Dazu hätte ich zwei Fragen.",69,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
950,1101,bt,sp20_4800,2022-06-02, Wolfgang Wiehle,"Sein früherer Direktor Patrick Graichen ist heute Staatssekretär im Ministerium Habeck und wiederholt diese Forderung im Namen der Regierung. Was heißt das für unser Land? Ich nenne das „Energiewende brutal“. Wenn man später nämlich merkt, dass diese Energiewende in Richtung Steinzeit führt, ist die Brücke auf dem Rückweg schon abgerissen. Genau dieselbe Strategie verfolgt die Regierung mit der Zerstörung der CO2-freien Kernenergie. Die AfD verfolgt einen völlig anderen Weg. Wir fordern eine Energiesicherheitswende. In Zukunft muss die Energieversorgung wieder sicher sein. Dazu gehören Kernenergie, Gas, Öl und Kohle und genauso Wind und Sonne. Es darf keine Sanktionen geben, die Deutschland am meisten schaden. Wenn Ungarns Ministerpräsident Orban für seine Bürger durchsetzt, dass die EU Pipeline-Öl weiterfließen lässt, dann muss Deutschland das nutzen statt ablehnen. Ihre Haltung, Herr Minister Habeck, ist arrogant und verkauft deutsche Interessen.",137,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
1931,2190,ep,eu9_52542,2020-10-06,Sylvia Limmer,"Letztes Jahr stand im Kleingedruckten der Kommission, dass 40 %Reduktion jährliche Mehrkosten von 260 Milliarden Euro für die nächsten zehn Jahre bedeuten. Nun heißt es, dass weitere, zusätzliche 350 Milliarden Euro jährlich für dieses grüne Diktat notwendig sind: jährlich 610 Milliarden Euro. Derweilen bröckeln, nein, brechen die Jobs zu Zehntausenden in der deutschen Schlüsseltechnologie, der Automobilbranche und ihren Zuliefererbetrieben, weg. Ich bin gespannt, ob das die grünen CDU/CSU-Abgeordneten der EVP-Fraktion kümmert. Als gäbe es weder Chemie noch Physik, schwafelt man von der Verbesserung der Luftqualität bei Treibhausgasreduktion und verschweigt, dass es gewaltig stinkt unter dem angeblich CO2-freien Mantel der erneuerbaren Energien, nicht nur, wenn es um die katastrophalen Abbaubedingungen – weit weg – von Lithium, Kobalt, Mangan und Co. geht. Der Kaiser ist nackt, meine Damen und Herren –, und keiner sieht hin.",134,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",0.6292371423215725
1237,1388,bt,sp20_11374,2023-09-07,Wolfgang Wiehle,"Wer so handelt, hat jedes moralische Recht verloren, den Menschen ihre Energie fürs Heizen, Fahren und Produzieren zu verbieten. Alleine Ihr Heizverbotsgesetz wird unvorstellbare 2 500 Milliarden Euro kosten – das teuerste Gesetz dieses Jahrtausends. Das kommende Verbrennerverbot trifft die deutsche Autoindustrie ins Mark. Ihre Energiepolitik sorgt für die höchsten Strompreise der Welt. Und jetzt wollen Sie auch noch 30 Milliarden Euro Subventionen für einen Industriestrompreis. Das ist der Gipfel der politischen Quacksalberei. Erst setzen Sie Deutschland mit Ihrer Energiewende auf eine radikale Diät. Wenn unser Land davon schwer krank wird, zücken Sie eine Steuergeldspritze. Jeder vernünftige Arzt würde – wie wir von der AfD – natürlich die Diät absetzen. Schluss also mit der gescheiterten Energiewende! Fahren wir schnellstmöglich die Kernkraftwerke wieder hoch! Auch meine bayerische Heimat braucht dringend verlässliche Energie.",131,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
952,1103,bt,sp20_4812,2022-06-02, Steffen Kotré,"Sehr geehrte Frau Präsidentin! Sehr geehrte Damen und Herren! Also, wir stehen nicht vor einem Umbruch, wir stehen vor einem Zusammenbruch in der Wirtschafts- und Energiepolitik. Dieser Haushalt bedeutet leider ein Weiter-so in die Energie-, Wirtschafts- und Gesellschaftskrise hinein. Dieser Haushalt strotzt wieder nur so vor propagandistischen ideologischen Dummheiten, als könnte Deutschland als einziges Land den Klimawandel irgendwie aufhalten, meine Damen und Herren. Und was bedeutet die Propagandaformel des sogenannten Klimaschutzes? Der Klimaschutz in links-grüner Lesart wird auch bald offiziell für eine zweistellige links-grün getriebene Inflation stehen. Der sogenannte Klimaschutz steht für die höchsten Strompreise. Er steht für eine beschleunigte Deindustrialisierung und das Brechen von Versorgungsketten. Der sogenannte Klimaschutz steht für Umweltverschmutzung, Zerstörung von Grundwassersystemen, Wäldern und der Lebensgrundlage von Meerestieren.",121,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
733,884,bt,sp20_54,2022-12-16,Dr. Harald Weyel,– seit 2015 durch CO2-Planwirtschaft und Pariser Abkommen auch noch mal 100 Milliarden.,13,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",0.6362325453083882
22,22,bt,sp19_102,2018-02-22,Dirk Spaniel,"Vielen Dank, Frau Präsidentin. – Sehr geehrte Damen und Herren! Wie heißt in Deutschland das goldene Kalb des 21. Jahrhunderts? – Klimaschutz. Wenn dieses Wort fällt, setzt jede rationale Diskussion in diesem Haus aus. Ausgehend von 1990 wollen wir den CO 2 -Ausstoß bis 2020 um 40 Prozent reduzieren. Deutschlands Anteil an den weltweiten CO 2 -Emissionen beträgt circa 2 Prozent. Mit unseren Einsparzielen können wir also circa 1 Prozent des weltweiten CO 2 -Ausstoßes beeinflussen. Selbst unter der Annahme, dass CO 2 -Emissionen tatsächlich einen Einfluss auf das Weltklima hätten, Nehmen wir einmal an, alle Bereiche außer Verkehr erfüllen die Zielvorgabe. Was bedeutet das für die Stromerzeugung? Die Summe aus Stromerzeugung und Verkehr betrug 2015 circa 500 Megatonnen CO 2 . Von unserem Einsparziel waren wir circa 90 Megatonnen CO 2 entfernt. In den letzten zwei Jahren hat man circa 9 Terawattstunden auf erneuerbare Energiequellen übertragen.",146,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",0.6896222751330343
1777,2036,ep,eu9_15023,2023-06-13,Sylvia Limmer,"Frau Präsidentin! Aberwitziger Ressourcenverbrauch, geostrategische Abhängigkeiten oder die ungelöste Entsorgung der sogenannten Traktionsbatterien von E-Autos sind nur einige der Probleme bei Batterien. Daher wäre mir tatsächlich an einer noch schärferen Batterieverordnung gelegen − aber nur um Chancengleichheit zwischen Verbrennern und den politisch gehypten E-Autos herzustellen. Gerade aber beim CO2-Fußabdruck der angeblich CO2-freien Technik gibt man sich beim grünen Lieblingsspielzeug aber extrem zögerlich. Während man allenthalben eine Netto-Null-CO2-Strategie propagiert, will man erst in frühestens drei Jahren die Höchstgrenzen bei der Batterieherstellung einführen, unter Einbeziehung des technischen Fortschritts − etwas, was sonst niemanden in allen anderen Sektoren interessiert. Immerhin ist mit dieser Verordnung die Lüge der emissionsfreien Batterietechnik vom Tisch, ebenso deren fehlende Kreislauffähigkeit. Batterien sind nämlich eines nicht: nachhaltig.",118,3,3_autoindustrie_synthetische kraftstoffe_elektromobilität_emissionen,"['autoindustrie', 'synthetische kraftstoffe', 'elektromobilität', 'emissionen', 'co2 emissionen', 'sogenannten verkehrswende', 'elektroautos', 'ideologische verkehrswende', 'verbrennungsmotoren', 'fahrzeuge']",0.5119474109690872
463,463,bt,sp19_2632,2020-01-31,Dirk Spaniel,"Ihren Gesetzentwurf kann man auch so interpretieren: Die Regierung will per Gesetz klimaideologisch die Bahn noch stärker bevorzugen, obwohl die Straße mit weitem Abstand den Hauptteil des Personen- und Güterverkehrs in unserem Land abdeckt. Ja, wir brauchen eine deutliche Beschleunigung der Infrastrukturplanung. Was wir jedoch nicht brauchen, ist eine esoterisch basierte klimaneutrale Verkehrswende. Über die Finanzierung von Verkehrsprojekten muss auf Grundlage von Kosten-Nutzen-Kalkulationen entschieden werden. Dort, wo viele Bürger ihre Autos nutzen, braucht es den Ausbau von Straßen",78,3,3_autoindustrie_synthetische kraftstoffe_elektromobilität_emissionen,"['autoindustrie', 'synthetische kraftstoffe', 'elektromobilität', 'emissionen', 'co2 emissionen', 'sogenannten verkehrswende', 'elektroautos', 'ideologische verkehrswende', 'verbrennungsmotoren', 'fahrzeuge']",1.0
1839,2098,ep,eu9_33891,2022-03-24,Markus Buchheit,"Frau Präsidentin! Frau Kollegin Paulus, zu Ihren Worten gerade eben: Wir brauchen eine starke Solarindustrie in Europa. Wozu das geführt hat, das haben wir beim letzten Mal gesehen. Das war ein Milliardengrab. Es hat so nicht funktioniert, wie Sie sich das Ganze vorstellen. Meine Damen und Herren, es gehört schon eine gehörige Portion Dreistigkeit – viele hier im Raum würden sagen Mut – dazu, dass wir hier als besonderes Zeichen besonderer Weitsicht erst ideologische Luftschlösser wie den Grünen Deal aufbauen, nun von der Realität eingeholt werden und dann zurückrudern und diesen ganzen Aktionismus auch wieder als Weitsicht verkaufen wollen. Ein kleines Beispiel: Das Kohlekraftwerk Moorburg bei Hamburg hat uns 3 Milliarden Euro gekostet, wurde 2015 eingeweiht, hat genau fünf Jahre produziert und soll nun wieder stillgelegt werden und ist bestenfalls noch in der Reserve vorhanden.",135,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",0.9906776131922976
1529,1788,bt,sp20_21116,2024-07-05,Karsten Hilse,"Frau Präsidentin! Meine Damen und Herren! Liebe Landsleute! Vor allem: Liebe Bergleute! Und natürlich: Werte Leugner des natürlichen Klimawandels! Die Union, die in weiten Teilen des Volkes für hochkorrupt, heuchlerisch und bis auf wenige Ausnahmen für komplett opportunistisch gehalten wird, bringt heute den Antrag ein: „Erfolgsgeschichte Strukturwandel weiterschreiben – Planbarkeit und Verlässlichkeit für die ostdeutschen Strukturwandelregionen sicherstellen“. Zu Heuchlertum, Korruption und Opportunismus kommt nun auch noch Realitätsverweigerung und absolute Ahnungslosigkeit. Ich weiß, es gibt auch wenige Ausnahmen – die fühlen sich bitte nicht angesprochen –: Aber wer wie hier die Union den sogenannten Strukturwandel als „Erfolgsgeschichte“ bezeichnet, ist ein elender Lügner.",105,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
216,216,bt,sp19_1193,2019-03-20,Wolfgang Wiehle,"Das heißt, Sie streiten weiterhin dafür, dass es im Bereich der Infrastrukturinvestitionen einen Investitionshochlauf sowohl für Straße als auch Schiene gibt, und gegen ein Verständnis einer Verkehrswende, die sich gegen das Automobil richtet?",33,3,3_autoindustrie_synthetische kraftstoffe_elektromobilität_emissionen,"['autoindustrie', 'synthetische kraftstoffe', 'elektromobilität', 'emissionen', 'co2 emissionen', 'sogenannten verkehrswende', 'elektroautos', 'ideologische verkehrswende', 'verbrennungsmotoren', 'fahrzeuge']",1.0
481,481,bt,sp19_2749,2020-03-06,Steffen Kotré,"Der Kohleausstieg ist unsozial. In der Lausitz wird, wirtschaftlich gesehen, das Licht ausgehen, und da helfen auch keine Verlegungen von Ministerien oder sonstigen Behörden oder andere Tropfen auf den heißen Stein. Die Wertschöpfung von 1,4 Milliarden Euro jährlich lässt sich auch langfristig nicht durch die 18 Milliarden Euro Subventionen für diese Region auffangen, die eben auf 20 Jahre verteilt werden. Die sozial schwachen Einkommensbezieher werden also diesen Kohleausstieg entsprechend spüren als das, was es ist: Wegfall von Einkünften und Abbau der sozialen Marktwirtschaft, meine Damen und Herren. Dieser Kohleausstieg reiht sich ein in eine lange Kette wirtschaftlicher Verheerungen: schleichende Schrumpfung des Mittelstandes und der Mittelschicht, Enteignung der Sparer durch die Nullzinspolitik – 400 Milliarden Euro mindestens –, schleichende Zerstörung der Automobilindustrie, die Landwirtschaft im Würgegriff der Umwelthysteriker und Fälscher von Messergebnissen.",131,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
1925,2184,ep,eu9_51279,2020-11-12,Gunnar Beck,"Im Januar schlug die Kommission ihren Plan zur Finanzierung des Green Deal vor, um bis 2030 eine Treibhausgasemissionenreduzierung von 40 % und bis 2050 eine Klimaneutralität zu erreichen. Für etwas so Komplexes wie den Klimawandel würde es die bequeme runde Zahl von 1 Billion Euro kosten. Das sind tausend Milliarden. Wie passend! Zu diesem Zweck sollte die Hälfte des mehrjährigen europäischen Haushalts, oder über 500 Milliarden, für umweltfreundliche Investitionen verwendet werden. Oder zumindest an zwielichtige Vermarkter, die ihre Projekte in Brüssel als grün verkaufen können. Um diesen Wahnsinn zu finanzieren, braucht die EU eine eigene Haushaltskapazität. Was jetzt nach den EU-Verträgen verboten ist. Das Parlament schlägt sechs neue Steuern vor, die von der EU erhoben und direkt der EU zugerechnet werden. Seit Januar hat sich natürlich viel geändert. Nach der Prognose der Kommission wird das BIP im Jahr 2020 um 7,4 % gesunken sein. Im Euro-Raum fast 8 %.",146,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",0.6778243780930638
892,1043,bt,sp20_3408,2022-09-08,Jürgen Pohl,"Wir kommen zurück zu meinem Wahlkreis, dem Kyffhäuserkreis. Er gehört zu den Landkreisen mit den prozentual meisten Berufspendlern in Deutschland. Die Menschen brauchen Arbeit. Zur Arbeit muss mit dem Kfz gefahren werden. Ostdeutschland mit seiner energie- und ölabhängigen Infrastruktur darf nicht das erste Opfer einer gänzlich verfehlten links-grünen Energiewende sein. Da müssen schnell Lösungen gefunden werden. Das Credo der Alternative für Deutschland ist: Arbeit schützt am besten vor Armut. Das ist es. Sehr geehrte Damen und Herren, wir stehen vor einer Rekordarmut, die das Land noch nicht gesehen hat. – Da können Sie dazwischenrufen. – Eine von der Politik vorsätzlich herbeigeführte Energie- und Wirtschaftskrise erfasst breite Bevölkerungsschichten, und die Regierung stolpert den Entwicklungen hinterher. Meine Damen und Herren von den Regierungsparteien, wir brauchen keine halbherzigen Entlastungspakete. Die brauchen wir nicht. Öffnen Sie stattdessen Nord Stream 2.",136,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
56,56,bt,sp19_285,2018-05-17,Volker Münz,"Die ideologisch motivierte Energiewende entfernt unser Land paradoxerweise von den selbstgesteckten Klimazielen mit einer Renaissance der Braunkohle zur Sicherstellung der Grundlast. Die Strompreise kennen nur einen Weg: steil nach oben. Mit dieser Energiewende gefährden wir den Wirtschaftsstandort Deutschland. Das Erneuerbare-Energien-Gesetz ist Planwirtschaft pur. Es gehört abgeschafft, meine Damen und Herren. Auch das CO 2 -Gebäudesanierungsprogramm gehört zu diesem Irrweg, angetrieben von einer Klimaideologie, die sich zu einem neuen Glaubensbekenntnis entwickelt hat. Insgesamt sollen die Mittel aus dem Haushalt und dem Energie- und Klimafonds 1,7 Milliarden Euro betragen. Der Grenznutzen der Gebäudesanierung geht längst gegen null. Das Verpacken von Altbauten in Styroporplatten ist ökonomisch, ökologisch und bautechnisch höchst zweifelhaft.",108,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",1.0
799,950,bt,sp20_1272,2022-11-10, Dr. Dirk Spaniel,"Das Ganze ist deshalb überaus tragisch, weil wir hier in diesem Parlament – also ab der FDP – Parteien haben, die den Verbrennungsmotor tatsächlich erhalten wollen. Wir könnten uns in diesem Parlament entscheiden, den Verbrennungsmotor weiter existieren zu lassen, meinetwegen klimaneutral. Aber leider ist hier eine Fraktion in einer Koalition gebunden, die sich daran beteiligen möchte, die Arbeitsplätze und die Industrie in diesem Land zu vernichten. Ich spreche Sie an, liebe Kollegen von der FDP: Bekennen Sie sich endlich zu Ihrer nationalen Verantwortung, und kämpfen Sie für den Verbrennungsmotor und die Industrie in unserem Land! Ich will noch kurz einige Sätze zu dem Antrag der Union sagen. Ja, wir hätten Ihrem Antrag gerne zugestimmt. Aber leider steht in Ihrem Antrag, dass Sie Unterquoten und andere Quoten für Wasserstoff haben wollen. Das werden wir Ihnen zu einem späteren Zeitpunkt noch einmal erklären. Wir wollen den Wasserstoffweg nicht mitgehen.",147,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
